source_division_code,source_district_code,source_upazila_code,source_division_name_en,source_district_name_en,source_upazila_name_en,source_division_name_bn,source_district_name_bn,source_upazila_name_bn,failure_reason,candidate_1_target_division_code,candidate_1_target_district_code,candidate_1_target_upazila_code,candidate_1_target_division_name_en,candidate_1_target_district_name_en,candidate_1_target_upazila_name_en,candidate_1_target_division_name_bn,candidate_1_target_district_name_bn,candidate_1_target_upazila_name_bn,candidate_1_reason,candidate_2_target_division_code,candidate_2_target_district_code,candidate_2_target_upazila_code,candidate_2_target_division_name_en,candidate_2_target_district_name_en,candidate_2_target_upazila_name_en,candidate_2_target_division_name_bn,candidate_2_target_district_name_bn,candidate_2_target_upazila_name_bn,candidate_2_reason,candidate_3_target_division_code,candidate_3_target_district_code,candidate_3_target_upazila_code,candidate_3_target_division_name_en,candidate_3_target_district_name_en,candidate_3_target_upazila_name_en,candidate_3_target_division_name_bn,candidate_3_target_district_name_bn,candidate_3_target_upazila_name_bn,candidate_3_reason,manual_target_division_code,manual_target_district_code,manual_target_upazila_code,selected_candidate,review_status,reviewed_by,notes
1,1,14,Chattagram,Cumilla,Sadarsouth,চট্টগ্রাম,কুমিল্লা,সদর দক্ষিণ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Sadarsouth"" / ""সদর দক্ষিণ"": 0 HDX matches in district 2019. Unions: 14."
1,10,90,Chattagram,Khagrachhari,Panchari,চট্টগ্রাম,খাগড়াছড়ি,পানছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Panchari"" / ""পানছড়ি"": 0 HDX matches in district 2046. Unions: 4. | nuhil_missing_division; nuhil division id 1 missing; 4 unions. | nuhil_missing_division; nuhil division id 1 missing; 4 unions."
1,10,91,Chattagram,Khagrachhari,Laxmichhari,চট্টগ্রাম,খাগড়াছড়ি,লক্ষীছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Laxmichhari"" / ""লক্ষীছড়ি"": 0 HDX matches in district 2046. Unions: 3. | nuhil_missing_division; nuhil division id 1 missing; 3 unions. | nuhil_missing_division; nuhil division id 1 missing; 3 unions."
1,10,92,Chattagram,Khagrachhari,Mohalchari,চট্টগ্রাম,খাগড়াছড়ি,মহালছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mohalchari"" / ""মহালছড়ি"": 0 HDX matches in district 2046. Unions: 5. | nuhil_missing_division; nuhil division id 1 missing; 5 unions. | nuhil_missing_division; nuhil division id 1 missing; 5 unions."
1,10,93,Chattagram,Khagrachhari,Manikchari,চট্টগ্রাম,খাগড়াছড়ি,মানিকছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Manikchari"" / ""মানিকছড়ি"": 0 HDX matches in district 2046. Unions: 4. | nuhil_missing_division; nuhil division id 1 missing; 4 unions. | nuhil_missing_division; nuhil division id 1 missing; 4 unions."
1,11,99,Chattagram,Bandarban,Naikhongchhari,চট্টগ্রাম,বান্দরবান,নাইক্ষ্যংছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Naikhongchhari"" / ""নাইক্ষ্যংছড়ি"": 0 HDX matches in district 2003. Unions: 5. | nuhil_missing_division; nuhil division id 1 missing; 5 unions. | nuhil_missing_division; nuhil division id 1 missing; 5 unions."
1,2,22,Chattagram,Feni,Parshuram,চট্টগ্রাম,ফেনী,পরশুরাম,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Parshuram"" / ""পরশুরাম"": 0 HDX matches in district 2030. Unions: 3. | nuhil_missing_division; nuhil division id 1 missing; 3 unions. | nuhil_missing_division; nuhil division id 1 missing; 3 unions."
1,3,31,Chattagram,Brahmanbaria,Bancharampur,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,বাঞ্ছারামপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Bancharampur"" / ""বাঞ্ছারামপুর"": 0 HDX matches in district 2012. Unions: 13. | nuhil_missing_division; nuhil division id 1 missing; 13 unions. | nuhil_missing_division; nuhil division id 1 missing; 13 unions."
1,4,36,Chattagram,Rangamati,Baghaichari,চট্টগ্রাম,রাঙ্গামাটি,বাঘাইছড়ি,nuhil_upazila_name_no_match,50,5081,50810010,Rajshahi,Rajshahi,Bagha,রাজশাহী বিভাগ,,,Different HDX division than nuhil-mapped 20; Upazila name similarity only (weak — verify district),,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Baghaichari"" / ""বাঘাইছড়ি"": 0 HDX matches in district 2084. Unions: 8. | nuhil_missing_division; nuhil division id 1 missing; 8 unions. | nuhil_missing_division; nuhil division id 1 missing; 8 unions."
1,4,40,Chattagram,Rangamati,Belaichari,চট্টগ্রাম,রাঙ্গামাটি,বিলাইছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Belaichari"" / ""বিলাইছড়ি"": 0 HDX matches in district 2084. Unions: 3. | nuhil_missing_division; nuhil division id 1 missing; 3 unions. | nuhil_missing_division; nuhil division id 1 missing; 3 unions."
1,4,41,Chattagram,Rangamati,Juraichari,চট্টগ্রাম,রাঙ্গামাটি,জুরাছড়ি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Juraichari"" / ""জুরাছড়ি"": 0 HDX matches in district 2084. Unions: 4. | nuhil_missing_division; nuhil division id 1 missing; 4 unions. | nuhil_missing_division; nuhil division id 1 missing; 4 unions."
1,5,46,Chattagram,Noakhali,Hatia,চট্টগ্রাম,নোয়াখালী,হাতিয়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Hatia"" / ""হাতিয়া"": 0 HDX matches in district 2075. Unions: 9. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions."
1,5,49,Chattagram,Noakhali,Senbug,চট্টগ্রাম,নোয়াখালী,সেনবাগ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Senbug"" / ""সেনবাগ"": 0 HDX matches in district 2075. Unions: 9. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions."
1,5,51,Chattagram,Noakhali,Sonaimori,চট্টগ্রাম,নোয়াখালী,সোনাইমুড়ী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Sonaimori"" / ""সোনাইমুড়ী"": 0 HDX matches in district 2075. Unions: 10. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions."
1,6,56,Chattagram,Chandpur,Matlab South,চট্টগ্রাম,চাঁদপুর,মতলব দক্ষিণ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Matlab South"" / ""মতলব দক্ষিণ"": 0 HDX matches in district 2013. Unions: 6. | nuhil_missing_division; nuhil division id 1 missing; 6 unions. | nuhil_missing_division; nuhil division id 1 missing; 6 unions."
1,6,58,Chattagram,Chandpur,Matlab North,চট্টগ্রাম,চাঁদপুর,মতলব উত্তর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Matlab North"" / ""মতলব উত্তর"": 0 HDX matches in district 2013. Unions: 14. | nuhil_missing_division; nuhil division id 1 missing; 14 unions. | nuhil_missing_division; nuhil division id 1 missing; 14 unions."
1,6,59,Chattagram,Chandpur,Faridgonj,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Faridgonj"" / ""ফরিদগঞ্জ"": 0 HDX matches in district 2013. Unions: 15. | nuhil_missing_division; nuhil division id 1 missing; 15 unions. | nuhil_missing_division; nuhil division id 1 missing; 15 unions."
1,8,67,Chattagram,Chattogram,Mirsharai,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mirsharai"" / ""মীরসরাই"": 0 HDX matches in district 2015. Unions: 16. | nuhil_missing_division; nuhil division id 1 missing; 16 unions. | nuhil_missing_division; nuhil division id 1 missing; 16 unions."
1,8,79,Chattagram,Chattogram,Karnafuli,চট্টগ্রাম,চট্টগ্রাম,কর্ণফুলী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Karnafuli"" / ""কর্ণফুলী"": 0 HDX matches in district 2015. Unions: 5. | nuhil_missing_division; nuhil division id 1 missing; 5 unions. | nuhil_missing_division; nuhil division id 1 missing; 5 unions."
2,12,105,Rajshahi,Sirajganj,Chauhali,রাজশাহী,সিরাজগঞ্জ,চৌহালি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7."
2,12,106,Rajshahi,Sirajganj,Kamarkhand,রাজশাহী,সিরাজগঞ্জ,কামারখন্দ,nuhil_upazila_name_no_match,50,5088,50880044,Rajshahi,Sirajganj,Kamarkhanda,রাজশাহী বিভাগ,,,Within mapped HDX division (Rajshahi); District + upazila name similarity (token / substring),,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Kamarkhand"" / ""কামারখন্দ"": 0 HDX matches in district 5088. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Kamarkhand"" / ""কামারখন্দ"": 0 HDX matches in district 5088. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Kamarkhand"" / ""কামারখন্দ"": 0 HDX matches in district 5088. Unions: 4."
2,12,108,Rajshahi,Sirajganj,Raigonj,রাজশাহী,সিরাজগঞ্জ,রায়গঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9."
2,13,114,Rajshahi,Pabna,Ishurdi,রাজশাহী,পাবনা,ঈশ্বরদী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7."
2,13,118,Rajshahi,Pabna,Atghoria,রাজশাহী,পাবনা,আটঘরিয়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Atghoria"" / ""আটঘরিয়া"": 0 HDX matches in district 5076. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Atghoria"" / ""আটঘরিয়া"": 0 HDX matches in district 5076. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Atghoria"" / ""আটঘরিয়া"": 0 HDX matches in district 5076. Unions: 5."
2,14,123,Rajshahi,Bogura,Bogra Sadar,রাজশাহী,বগুড়া,বগুড়া সদর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Bogra Sadar"" / ""বগুড়া সদর"": 0 HDX matches in district 5010. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Bogra Sadar"" / ""বগুড়া সদর"": 0 HDX matches in district 5010. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Bogra Sadar"" / ""বগুড়া সদর"": 0 HDX matches in district 5010. Unions: 11."
2,14,124,Rajshahi,Bogura,Shariakandi,রাজশাহী,বগুড়া,সারিয়াকান্দি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Shariakandi"" / ""সারিয়াকান্দি"": 0 HDX matches in district 5010. Unions: 12. | nuhil_upazila_name_no_match; Upazila ""Shariakandi"" / ""সারিয়াকান্দি"": 0 HDX matches in district 5010. Unions: 12. | nuhil_upazila_name_no_match; Upazila ""Shariakandi"" / ""সারিয়াকান্দি"": 0 HDX matches in district 5010. Unions: 12."
2,14,126,Rajshahi,Bogura,Dupchanchia,রাজশাহী,বগুড়া,দুপচাচিঁয়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dupchanchia"" / ""দুপচাচিঁয়া"": 0 HDX matches in district 5010. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Dupchanchia"" / ""দুপচাচিঁয়া"": 0 HDX matches in district 5010. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Dupchanchia"" / ""দুপচাচিঁয়া"": 0 HDX matches in district 5010. Unions: 6."
2,14,128,Rajshahi,Bogura,Nondigram,রাজশাহী,বগুড়া,নন্দিগ্রাম,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nondigram"" / ""নন্দিগ্রাম"": 0 HDX matches in district 5010. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Nondigram"" / ""নন্দিগ্রাম"": 0 HDX matches in district 5010. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Nondigram"" / ""নন্দিগ্রাম"": 0 HDX matches in district 5010. Unions: 5."
2,14,130,Rajshahi,Bogura,Dhunot,রাজশাহী,বগুড়া,ধুনট,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10."
2,15,136,Rajshahi,Rajshahi,Mohonpur,রাজশাহী,রাজশাহী,মোহনপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mohonpur"" / ""মোহনপুর"": 0 HDX matches in district 5081. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Mohonpur"" / ""মোহনপুর"": 0 HDX matches in district 5081. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Mohonpur"" / ""মোহনপুর"": 0 HDX matches in district 5081. Unions: 6."
2,19,160,Rajshahi,Naogaon,Mohadevpur,রাজশাহী,নওগাঁ,মহাদেবপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10."
2,19,161,Rajshahi,Naogaon,Badalgachi,রাজশাহী,নওগাঁ,বদলগাছী,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8. | nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8."
3,20,173,Khulna,Jashore,Bagherpara,খুলনা,যশোর,বাঘারপাড়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9."
3,20,174,Khulna,Jashore,Chougachha,খুলনা,যশোর,চৌগাছা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Chougachha"" / ""চৌগাছা"": 0 HDX matches in district 4041. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Chougachha"" / ""চৌগাছা"": 0 HDX matches in district 4041. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Chougachha"" / ""চৌগাছা"": 0 HDX matches in district 4041. Unions: 11."
3,20,175,Khulna,Jashore,Jhikargacha,খুলনা,যশোর,ঝিকরগাছা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Jhikargacha"" / ""ঝিকরগাছা"": 0 HDX matches in district 4041. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Jhikargacha"" / ""ঝিকরগাছা"": 0 HDX matches in district 4041. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Jhikargacha"" / ""ঝিকরগাছা"": 0 HDX matches in district 4041. Unions: 11."
3,20,177,Khulna,Jashore,Jessore Sadar,খুলনা,যশোর,যশোর সদর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Jessore Sadar"" / ""যশোর সদর"": 0 HDX matches in district 4041. Unions: 15. | nuhil_upazila_name_no_match; Upazila ""Jessore Sadar"" / ""যশোর সদর"": 0 HDX matches in district 4041. Unions: 15. | nuhil_upazila_name_no_match; Upazila ""Jessore Sadar"" / ""যশোর সদর"": 0 HDX matches in district 4041. Unions: 15."
3,21,179,Khulna,Satkhira,Assasuni,খুলনা,সাতক্ষীরা,আশাশুনি,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Assasuni"" / ""আশাশুনি"": 0 HDX matches in district 4087. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Assasuni"" / ""আশাশুনি"": 0 HDX matches in district 4087. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Assasuni"" / ""আশাশুনি"": 0 HDX matches in district 4087. Unions: 11."
3,27,206,Khulna,Khulna,Paikgasa,খুলনা,খুলনা,পাইকগাছা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10."
3,27,207,Khulna,Khulna,Fultola,খুলনা,খুলনা,ফুলতলা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Fultola"" / ""ফুলতলা"": 0 HDX matches in district 4047. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Fultola"" / ""ফুলতলা"": 0 HDX matches in district 4047. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Fultola"" / ""ফুলতলা"": 0 HDX matches in district 4047. Unions: 4."
3,27,208,Khulna,Khulna,Digholia,খুলনা,খুলনা,দিঘলিয়া,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Digholia"" / ""দিঘলিয়া"": 0 HDX matches in district 4047. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Digholia"" / ""দিঘলিয়া"": 0 HDX matches in district 4047. Unions: 6. | nuhil_upazila_name_no_match; Upazila ""Digholia"" / ""দিঘলিয়া"": 0 HDX matches in district 4047. Unions: 6."
3,27,209,Khulna,Khulna,Rupsha,খুলনা,খুলনা,রূপসা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Rupsha"" / ""রূপসা"": 0 HDX matches in district 4047. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Rupsha"" / ""রূপসা"": 0 HDX matches in district 4047. Unions: 5. | nuhil_upazila_name_no_match; Upazila ""Rupsha"" / ""রূপসা"": 0 HDX matches in district 4047. Unions: 5."
3,27,212,Khulna,Khulna,Botiaghata,খুলনা,খুলনা,বটিয়াঘাটা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7. | nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7."
3,27,213,Khulna,Khulna,Dakop,খুলনা,খুলনা,দাকোপ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9."
3,28,218,Khulna,Bagerhat,Sarankhola,খুলনা,বাগেরহাট,শরণখোলা,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Sarankhola"" / ""শরণখোলা"": 0 HDX matches in district 4001. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Sarankhola"" / ""শরণখোলা"": 0 HDX matches in district 4001. Unions: 4. | nuhil_upazila_name_no_match; Upazila ""Sarankhola"" / ""শরণখোলা"": 0 HDX matches in district 4001. Unions: 4."
3,28,220,Khulna,Bagerhat,Morrelganj,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Morrelganj"" / ""মোড়েলগঞ্জ"": 0 HDX matches in district 4001. Unions: 16. | nuhil_upazila_name_no_match; Upazila ""Morrelganj"" / ""মোড়েলগঞ্জ"": 0 HDX matches in district 4001. Unions: 16. | nuhil_upazila_name_no_match; Upazila ""Morrelganj"" / ""মোড়েলগঞ্জ"": 0 HDX matches in district 4001. Unions: 16."
3,29,229,Khulna,Jhenaidah,Moheshpur,খুলনা,ঝিনাইদহ,মহেশপুর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Moheshpur"" / ""মহেশপুর"": 0 HDX matches in district 4044. Unions: 12. | nuhil_upazila_name_no_match; Upazila ""Moheshpur"" / ""মহেশপুর"": 0 HDX matches in district 4044. Unions: 12. | nuhil_upazila_name_no_match; Upazila ""Moheshpur"" / ""মহেশপুর"": 0 HDX matches in district 4044. Unions: 12."
4,32,245,Barisal,Pirojpur,Zianagar,বরিশাল,পিরোজপুর,জিয়ানগর,nuhil_upazila_name_no_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Zianagar"" / ""জিয়ানগর"": 0 HDX matches in district 1079. Unions: 3. | nuhil_upazila_name_no_match; Upazila ""Zianagar"" / ""জিয়ানগর"": 0 HDX matches in district 1079. Unions: 3. | nuhil_upazila_name_no_match; Upazila ""Zianagar"" / ""জিয়ানগর"": 0 HDX matches in district 1079. Unions: 3."
4,32,248,Barisal,Pirojpur,Nesarabad,বরিশাল,পিরোজপুর,নেছারাবাদ,nuhil_upazila_name_no_match,10,1079,10790087,Barishal,Pirojpur,Nesarabad (Swarupkathi),বরিশাল বিভাগ,,,Within mapped HDX division (Barisal); District + upazila name similarity (token / substring),,,,,,,,,,,,,,,,,,,,,,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10."
